ID;NOMBRE;PRECIO;DESCRIPCION;CARPETA;CARACTERISTICA1;CARACTERISTICA2;CARACTERISTICA3;CARACTERISTICA4
1;MUY PRONTO;0;MUY PRONTO;combo-1;MUY PRONTO;;;
