ID;NOMBRE;PRECIO;DESCRIPCION;CARPETA;CARACTERISTICA1;CARACTERISTICA2;CARACTERISTICA3;CARACTERISTICA4
1;espejo Ovalado;199.9;Luz LED 3 tonos;espejo-1;;;;
2;espejo rectangular;199.9;Luz LED 3 tonos;espejo-2;;;;
3;espejo Redondo;199.9;Luz LED 3 tonos;espejo-3;;;;
4;espejo rectangular;199.9;Luz LED 3 tonos;espejo-4;;;;
